nt_code,microbe_label,species_label,species_name,species,strain,genus,family,phylum,enzyme_id,enzyme_name,presence_call,presence_weight,evidence_scope,evidence_source,source_database,literature_citation,pmid,doi,genome_accession,strain_match_level,evidence_note,curation_status,matched_taxon_uri,matched_taxon_name,matched_query_name,annotation_match_modes,uniprot_accessions,uniprot_protein_names,ec_numbers,n_matching_proteins,n_reviewed_proteins,evidence_rank_score
NT5030,Fusobacterium nucleatum,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. vincentii (S2) DSM 19507,,,,,,ENZ013,deacetylase,weak_prior,0.35,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Fusobacterium nucleatum subsp. vincentii; 6 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/155615,Fusobacterium nucleatum subsp. vincentii,Fusobacterium nucleatum subsp. vincentii,name_keyword,A0A0M1VSD0;A0A0M1VTQ6;C7XMA3;C7XPA4;Q7P7G1;Q7P7Y3,NAD-dependent protein deacetylase;UDP-3-O-acyl-N-acetylglucosamine deacetylase,2.3.1.286;3.5.1.108,6.0,0.0,5.035
NT5030,Fusobacterium nucleatum,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. vincentii (S2) DSM 19507,,,,,,ENZ014,phosphatase,likely_present,0.8,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Fusobacterium nucleatum subsp. vincentii; 32 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/155615,Fusobacterium nucleatum subsp. vincentii,Fusobacterium nucleatum subsp. vincentii,ec_prefix;name_keyword,A0A0M1VSM5;A0A0M1VSR4;A0A0M1VSS1;A0A0M1VT10;A0A0M1VVF7;A0A0M1VVU2;A0A0M1VX25;C7XMB2;C7XMX8;C7XN13;C7XN91;C7XQN0;C7XR02;C7XRP7;C7XSC5;Q7P2J4;Q7P2M5;Q7P3Y6;Q7P444;Q7P473;Q7P4M8;Q7P4X0;Q7P501;Q7P5N7;Q7P6A0;Q7P6G7;Q7P6U6;Q7P728;Q7P7U2;Q7P810;Q7P830;Q7P8K7,"Fructose-1,6-bisphosphatase class 3;Undecaprenyl-diphosphatase;bis(5'-nucleosyl)-tetraphosphatase (symmetrical);dTTP/UTP pyrophosphatase;inorganic diphosphatase;phosphoserine phosphatase",3.1.3.-;3.1.3.11;3.1.3.16;3.1.3.27;3.1.3.29;3.1.3.3;3.1.3.41;3.6.1.1;3.6.1.27;3.6.1.41;3.6.1.9,32.0,0.0,5.08
NT5030,Fusobacterium nucleatum,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. vincentii (S2) DSM 19507,,,,,,ENZ016,polysaccharide_lyase,likely_present,0.8,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Fusobacterium nucleatum subsp. vincentii; 3 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/155615,Fusobacterium nucleatum subsp. vincentii,Fusobacterium nucleatum subsp. vincentii,ec_prefix,A0A0M1VVI2;C7XR63;Q7P2R2,Endolytic murein transglycosylase,4.2.2.29,3.0,0.0,5.08
NT5031,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 11782,,,,,,ENZ001,beta_glucuronidase,curated_present,1.0,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 4 protein hit(s), 1 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,exact_ec,A0AAV3FGL2;B1BS51;B1V1B4;Q8XP19,Beta-glucuronidase,3.2.1.31,4.0,1.0,4.8
NT5031,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 11782,,,,,,ENZ002,sulfatase,likely_present,0.8,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 10 protein hit(s), 4 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,ec_prefix;name_keyword,A0A0H2YT28;A0A0H2YV08;A0AAV3BPG2;B1BRP1;B1V5B7;Q0SQV0;Q0TTH1;Q0TUK6;Q8XMQ3;Q8XNV1,Arylsulfatase;Cysteine-type anaerobic sulfatase-maturating enzyme,1.8.98.7;3.1.6.-;3.1.6.1,10.0,4.0,4.78
NT5031,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 11782,,,,,,ENZ005,carboxylesterase,likely_present,0.8,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 55 protein hit(s), 8 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,ec_prefix;name_keyword,A0A0H2YQ62;A0A0H2YQB6;A0A0H2YRD1;A0A0H2YTI1;A0A0H2YVM9;A0AAV3BNK0;A0AAV3BP28;A0AAV3BR37;A0AAV3BSL7;A0AAV3BSW3;A0AAV3BT46;A0AAV3BU85;A0AAV3BVL6;A0AAV3F8X4;A0AAV3F917;A0AAV3F9F3;A0AAV3F9R4;A0AAV3FAX3;A0AAV3FFS1;A0AAV3FHP7;B1BP66;B1BPZ0;B1BS98;B1BSB1;B1BTD4;B1BXL2;B1BXW0;B1UZA7;B1UZZ3;B1V006;B1V034;B1V2Y2;B1V3B4;B1V5S8;P0C216;Q0SPS1;Q0SQ53;Q0SQ66;Q0SQU3;Q0SRP4;Q0SV22;Q0SWV3;Q0TMG7;Q0TP24;Q0TV31;Q8XH48;Q8XHI5;Q8XHJ8;Q8XI69;Q8XJ24;Q8XMH7,Cyclic-di-AMP phosphodiesterase;D-aminoacyl-tRNA deacylase;Peptidyl-tRNA hydrolase;Phosphoesterase;Phospholipase C,3.1.1.-;3.1.1.29;3.1.1.72;3.1.1.96;3.1.4.-;3.1.4.3,55.0,8.0,4.78
NT5031,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 11782,,,,,,ENZ006,amidase,likely_present,0.8,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 74 protein hit(s), 6 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,ec_prefix,A0A0H2YNE3;A0A0H2YNK9;A0A0H2YNT1;A0A0H2YNZ0;A0A0H2YPB6;A0A0H2YPS8;A0A0H2YSB8;A0A0H2YSJ7;A0A0H2YT55;A0A0H2YTH6;A0AAV3BKH2;A0AAV3BPB8;A0AAV3BPN8;A0AAV3BPU5;A0AAV3BQ98;A0AAV3BQA2;A0AAV3BQL6;A0AAV3BQL7;A0AAV3BQU0;A0AAV3BRI4;A0AAV3BT60;A0AAV3BWM6;A0AAV3F893;A0AAV3FAP1;A0AAV3FB13;A0AAV3FBL9;A0AAV3FCA3;A0AAV3FDQ1;A0AAV3FFC5;A0AAV3FFL6;A0AAV3FG84;B1BP15;B1BP69;B1BPT3;B1BQM4;B1BRE7;B1BRU9;B1BU45;B1BVY1;B1BW50;B1BW90;B1BW98;B1BWK0;B1UYS8;B1UZ65;B1UZB0;B1V091;B1V401;B1V492;B1V4A0;B1V4X0;B1V649;B1V6F2;P54965;Q0SPM2;Q0SPN3;Q0SQI1;Q0SR06;Q0SRI5;Q0SS69;Q0SS77;Q0SSI7;Q0SSV5;Q0ST40;Q0STM8;Q0SVG5;Q0SWQ0;Q8XIE5;Q8XIW8;Q8XJL2;Q8XJX0;Q8XL53;Q8XMU7,Bile salt hydrolase/transferase;Glutaminase;Glutaminase 1;Glutaminase 2;Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD;N-acetylglucosamine-6-phosphate deacetylase;N-acetylmuramoyl-L-alanine amidase;Peptide deformylase;Peptide deformylase 1;Peptide deformylase 2;Urease subunit alpha;choloylglycine hydrolase,3.5.1.-;3.5.1.1;3.5.1.2;3.5.1.24;3.5.1.25;3.5.1.28;3.5.1.5;3.5.1.88,74.0,6.0,4.78
NT5031,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 11782,,,,,,ENZ009,beta_galactosidase,curated_present,1.0,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 25 protein hit(s), 1 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,exact_ec;name_keyword,A0A0H2YP16;A0A0H2YPG9;A0A0H2YTQ9;A0AAV3BMU9;A0AAV3BR77;A0AAV3BRS2;A0AAV3BUG8;A0AAV3BUY5;A0AAV3FEK7;A0AAV3FFD2;A0AAV3FH17;B1BP04;B1BRM4;B1BS30;B1BSX2;B1BU34;B1UZM9;B1V194;B1V2K5;B1V7N1;Q0SUX4;Q0SWK7;Q0TUR6;Q8XMB8;Q8XP01,6-phospho-beta-galactosidase;Beta-galactosidase;Beta-galactosidase Pbg,3.2.1.23;3.2.1.85,25.0,1.0,4.8
NT5031,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 11782,,,,,,ENZ010,bile_salt_hydrolase,curated_present,1.0,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 10 protein hit(s), 3 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,exact_ec;name_keyword,A0A0H2YTH6;A0AAV3BKH2;A0AAV3BQU0;A0AAV3F893;A0AAV3FFC5;B1BP69;B1UZB0;P54965,Bile salt hydrolase/transferase;choloylglycine hydrolase,2.3.1.-;3.5.1.-;3.5.1.24,10.0,3.0,4.8
NT5031,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 11782,,,Clostridium,,,ENZ011,o_demethylase,likely_present,0.8,genus_prior_seed,project_starter_prior,,,,,,same_genus,Starter prior seeded from genus-level gut microbiome enzyme knowledge for Clostridium.,starter_seed,,,,,,,,,,1.1800000000000002
NT5031,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 11782,,,Clostridium,,,ENZ012,dehydroxylase,likely_present,0.8,genus_prior_seed,project_starter_prior,,,,,,same_genus,Starter prior seeded from genus-level gut microbiome enzyme knowledge for Clostridium.,starter_seed,,,,,,,,,,1.1800000000000002
NT5031,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 11782,,,,,,ENZ013,deacetylase,weak_prior,0.35,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 13 protein hit(s), 1 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,name_keyword,A0A0H2YNK9;A0A0H2YUF8;A0AAV3BQA2;A0AAV3BR28;A0AAV3FAP1;A0AAV3FG79;B1BRU9;B1BUJ3;B1UYS8;B1V2J6;Q0SR06;Q8XIE5;Q8XNS6,N-acetylglucosamine-6-phosphate deacetylase;NAD-dependent protein deacetylase,2.3.1.286;3.5.1.25,13.0,1.0,4.735
NT5031,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 11782,,,,,,ENZ014,phosphatase,likely_present,0.8,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 144 protein hit(s), 15 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,ec_prefix;name_keyword,A0A0H2YNA5;A0A0H2YPA4;A0A0H2YPQ3;A0A0H2YQ93;A0A0H2YQ94;A0A0H2YRD3;A0A0H2YRR3;A0A0H2YRV0;A0A0H2YSC7;A0A0H2YSI3;A0A0H2YSU2;A0A0H2YTD9;A0A0H2YTR6;A0A0H2YU50;A0A0H2YUB7;A0A0H2YUQ0;A0A0H2YVL1;A0AAV3BL85;A0AAV3BMA6;A0AAV3BMN2;A0AAV3BMU0;A0AAV3BP17;A0AAV3BP26;A0AAV3BPH5;A0AAV3BPQ3;A0AAV3BQ83;A0AAV3BQW7;A0AAV3BR82;A0AAV3BRK9;A0AAV3BRN2;A0AAV3BSB9;A0AAV3BSH3;A0AAV3BT58;A0AAV3BT82;A0AAV3BTK8;A0AAV3BV05;A0AAV3BV35;A0AAV3BV54;A0AAV3F968;A0AAV3F9E2;A0AAV3F9W0;A0AAV3FAC2;A0AAV3FAC4;A0AAV3FAM2;A0AAV3FAM4;A0AAV3FBT6;A0AAV3FCA0;A0AAV3FCD5;A0AAV3FDE9;A0AAV3FDG1;A0AAV3FDX0;A0AAV3FE71;A0AAV3FEB1;A0AAV3FEQ2;A0AAV3FEZ0;A0AAV3FFC9;A0AAV3FFG5;A0AAV3FH23;A0AAV3FH28;B1BP20;B1BPE6;B1BPV5;B1BQA6;B1BQR1;B1BRD0;B1BRE4;B1BRY0;B1BSG8;B1BSM9;B1BSP7;B1BT26;B1BTX9;B1BUI8;B1BUI9;B1BUM3;B1BUS4;B1BUU2;B1BV72;B1BV85;B1BY05;B1BYH7;B1UYV9;B1UYY0;B1UZ49;B1UZ71;B1UZE3;B1UZT5;B1V069;B1V0X3;B1V2J1;B1V2J2;B1V2R3;B1V3B3;B1V3K2;B1V3V0;B1V4Q7;B1V520;B1V594;B1V5I3;B1V6D2;B1V6E9;B1V7D7;Q0SPZ8;Q0SQU2;Q0SR36;Q0SR57;Q0SRC1;Q0SRK7;Q0SRU4;Q0SSY8;Q0STN1;Q0STP7;Q0STV7;Q0SU44;Q0SUI4;Q0SUU4;Q0SUY8;Q0SV56;Q0SVG2;Q0SWC6;Q0TM95;Q0TNG7;Q0TNY8;Q0TRA5;Q8XHC9;Q8XI68;Q8XIH4;Q8XIJ5;Q8XIQ9;Q8XIY6;Q8XIZ0;Q8XJ78;Q8XKC9;Q8XKM4;Q8XL56;Q8XL70;Q8XLI5;Q8XLR9;Q8XM86;Q8XMD4;Q8XML0;Q8XMU4;Q8XNT1;Q8XNT2,8-oxo-dGTP diphosphatase;Acylphosphatase;Cobalt-dependent inorganic pyrophosphatase;Histidinol-phosphatase;NAD(+) diphosphatase;Probable 2-phosphosulfolactate phosphatase;Putative pyrophosphatase PpaX;Undecaprenyl-diphosphatase;acylphosphatase;bis(5'-nucleosyl)-tetraphosphatase (symmetrical);dITP/XTP pyrophosphatase;dTTP/UTP pyrophosphatase;dUTP diphosphatase;histidinol-phosphatase;inorganic diphosphatase;phosphoserine phosphatase;protein-tyrosine-phosphatase,3.1.3.-;3.1.3.15;3.1.3.16;3.1.3.3;3.1.3.48;3.1.3.71;3.6.1.1;3.6.1.22;3.6.1.23;3.6.1.27;3.6.1.41;3.6.1.55;3.6.1.66;3.6.1.7;3.6.1.9,144.0,15.0,4.78
NT5031,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 11782,,,,,,ENZ015,mucin_glycosidase,weak_prior,0.35,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 78 protein hit(s), 1 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,name_keyword,A0A0H2YNF2;A0A0H2YP16;A0A0H2YPW4;A0A0H2YQI3;A0A0H2YQR1;A0A0H2YQY6;A0A0H2YRI9;A0A0H2YSM2;A0A0H2YT71;A0A0H2YTQ9;A0AAV3BJ24;A0AAV3BMU9;A0AAV3BNS8;A0AAV3BPL6;A0AAV3BPW8;A0AAV3BR77;A0AAV3BRQ2;A0AAV3BRS2;A0AAV3BUA5;A0AAV3BUY5;A0AAV3BVA7;A0AAV3BVE8;A0AAV3FBB7;A0AAV3FDJ8;A0AAV3FDQ3;A0AAV3FEK7;A0AAV3FFC2;A0AAV3FFD2;A0AAV3FFD5;A0AAV3FFY5;A0AAV3FG38;A0AAV3FH06;A0AAV3FH17;A0AAV3FHA8;B1BND4;B1BNF7;B1BNT5;B1BP04;B1BP53;B1BPF7;B1BQ63;B1BS30;B1BS44;B1BSX2;B1BT34;B1BU34;B1BUK3;B1BV77;B1UZ96;B1UZF6;B1V194;B1V1A7;B1V1R3;B1V213;B1V256;B1V2K5;B1V2S1;B1V7N1;Q0SRV0;Q0SU34;Q0SUK5;Q0SUX4;Q0SV83;Q0SVP7;Q0SWK7;Q0TUR6;Q8XJ85;Q8XLR0;Q8XMB8;Q8XMG4;Q8XMM5;Q8XMY5;Q8XN26;Q8XNF9;Q8XNK9;Q8XNR6;Q8XP01;Q8XP12,6-phospho-beta-galactosidase;Alpha-galactosidase;Beta-galactosidase;Beta-galactosidase Pbg;alpha-L-fucosidase;beta-N-acetylhexosaminidase;exo-alpha-sialidase,3.2.1.18;3.2.1.22;3.2.1.23;3.2.1.51;3.2.1.52;3.2.1.85,78.0,1.0,4.735
NT5031,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 11782,,,,,,ENZ016,polysaccharide_lyase,likely_present,0.8,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 7 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,ec_prefix,A0A0H2YS54;A0AAV3BJW1;A0AAV3FCB4;B1BXR6;B1V3M2;Q0SS49;Q8XJI3,Endolytic murein transglycosylase,4.2.2.29,7.0,0.0,4.78
NT5032,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 756,Clostridium perfringens,C36,Clostridium,Clostridiaceae,Firmicutes,ENZ001,beta_glucuronidase,curated_present,1.0,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 4 protein hit(s), 1 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,exact_ec,A0AAV3FGL2;B1BS51;B1V1B4;Q8XP19,Beta-glucuronidase,3.2.1.31,4.0,1.0,4.8
NT5032,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 756,Clostridium perfringens,C36,Clostridium,Clostridiaceae,Firmicutes,ENZ002,sulfatase,likely_present,0.8,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 10 protein hit(s), 4 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,ec_prefix;name_keyword,A0A0H2YT28;A0A0H2YV08;A0AAV3BPG2;B1BRP1;B1V5B7;Q0SQV0;Q0TTH1;Q0TUK6;Q8XMQ3;Q8XNV1,Arylsulfatase;Cysteine-type anaerobic sulfatase-maturating enzyme,1.8.98.7;3.1.6.-;3.1.6.1,10.0,4.0,4.78
NT5032,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 756,Clostridium perfringens,C36,Clostridium,Clostridiaceae,Firmicutes,ENZ005,carboxylesterase,likely_present,0.8,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 55 protein hit(s), 8 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,ec_prefix;name_keyword,A0A0H2YQ62;A0A0H2YQB6;A0A0H2YRD1;A0A0H2YTI1;A0A0H2YVM9;A0AAV3BNK0;A0AAV3BP28;A0AAV3BR37;A0AAV3BSL7;A0AAV3BSW3;A0AAV3BT46;A0AAV3BU85;A0AAV3BVL6;A0AAV3F8X4;A0AAV3F917;A0AAV3F9F3;A0AAV3F9R4;A0AAV3FAX3;A0AAV3FFS1;A0AAV3FHP7;B1BP66;B1BPZ0;B1BS98;B1BSB1;B1BTD4;B1BXL2;B1BXW0;B1UZA7;B1UZZ3;B1V006;B1V034;B1V2Y2;B1V3B4;B1V5S8;P0C216;Q0SPS1;Q0SQ53;Q0SQ66;Q0SQU3;Q0SRP4;Q0SV22;Q0SWV3;Q0TMG7;Q0TP24;Q0TV31;Q8XH48;Q8XHI5;Q8XHJ8;Q8XI69;Q8XJ24;Q8XMH7,Cyclic-di-AMP phosphodiesterase;D-aminoacyl-tRNA deacylase;Peptidyl-tRNA hydrolase;Phosphoesterase;Phospholipase C,3.1.1.-;3.1.1.29;3.1.1.72;3.1.1.96;3.1.4.-;3.1.4.3,55.0,8.0,4.78
NT5032,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 756,Clostridium perfringens,C36,Clostridium,Clostridiaceae,Firmicutes,ENZ006,amidase,likely_present,0.8,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 74 protein hit(s), 6 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,ec_prefix,A0A0H2YNE3;A0A0H2YNK9;A0A0H2YNT1;A0A0H2YNZ0;A0A0H2YPB6;A0A0H2YPS8;A0A0H2YSB8;A0A0H2YSJ7;A0A0H2YT55;A0A0H2YTH6;A0AAV3BKH2;A0AAV3BPB8;A0AAV3BPN8;A0AAV3BPU5;A0AAV3BQ98;A0AAV3BQA2;A0AAV3BQL6;A0AAV3BQL7;A0AAV3BQU0;A0AAV3BRI4;A0AAV3BT60;A0AAV3BWM6;A0AAV3F893;A0AAV3FAP1;A0AAV3FB13;A0AAV3FBL9;A0AAV3FCA3;A0AAV3FDQ1;A0AAV3FFC5;A0AAV3FFL6;A0AAV3FG84;B1BP15;B1BP69;B1BPT3;B1BQM4;B1BRE7;B1BRU9;B1BU45;B1BVY1;B1BW50;B1BW90;B1BW98;B1BWK0;B1UYS8;B1UZ65;B1UZB0;B1V091;B1V401;B1V492;B1V4A0;B1V4X0;B1V649;B1V6F2;P54965;Q0SPM2;Q0SPN3;Q0SQI1;Q0SR06;Q0SRI5;Q0SS69;Q0SS77;Q0SSI7;Q0SSV5;Q0ST40;Q0STM8;Q0SVG5;Q0SWQ0;Q8XIE5;Q8XIW8;Q8XJL2;Q8XJX0;Q8XL53;Q8XMU7,Bile salt hydrolase/transferase;Glutaminase;Glutaminase 1;Glutaminase 2;Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD;N-acetylglucosamine-6-phosphate deacetylase;N-acetylmuramoyl-L-alanine amidase;Peptide deformylase;Peptide deformylase 1;Peptide deformylase 2;Urease subunit alpha;choloylglycine hydrolase,3.5.1.-;3.5.1.1;3.5.1.2;3.5.1.24;3.5.1.25;3.5.1.28;3.5.1.5;3.5.1.88,74.0,6.0,4.78
NT5032,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 756,Clostridium perfringens,C36,Clostridium,Clostridiaceae,Firmicutes,ENZ009,beta_galactosidase,curated_present,1.0,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 25 protein hit(s), 1 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,exact_ec;name_keyword,A0A0H2YP16;A0A0H2YPG9;A0A0H2YTQ9;A0AAV3BMU9;A0AAV3BR77;A0AAV3BRS2;A0AAV3BUG8;A0AAV3BUY5;A0AAV3FEK7;A0AAV3FFD2;A0AAV3FH17;B1BP04;B1BRM4;B1BS30;B1BSX2;B1BU34;B1UZM9;B1V194;B1V2K5;B1V7N1;Q0SUX4;Q0SWK7;Q0TUR6;Q8XMB8;Q8XP01,6-phospho-beta-galactosidase;Beta-galactosidase;Beta-galactosidase Pbg,3.2.1.23;3.2.1.85,25.0,1.0,4.8
NT5032,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 756,Clostridium perfringens,C36,Clostridium,Clostridiaceae,Firmicutes,ENZ010,bile_salt_hydrolase,curated_present,1.0,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 10 protein hit(s), 3 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,exact_ec;name_keyword,A0A0H2YTH6;A0AAV3BKH2;A0AAV3BQU0;A0AAV3F893;A0AAV3FFC5;B1BP69;B1UZB0;P54965,Bile salt hydrolase/transferase;choloylglycine hydrolase,2.3.1.-;3.5.1.-;3.5.1.24,10.0,3.0,4.8
NT5032,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 756,Clostridium perfringens,C36,Clostridium,Clostridiaceae,Firmicutes,ENZ011,o_demethylase,likely_present,0.8,genus_prior_seed,project_starter_prior,,,,,,same_genus,Starter prior seeded from genus-level gut microbiome enzyme knowledge for Clostridium.,starter_seed,,,,,,,,,,1.1800000000000002
NT5032,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 756,Clostridium perfringens,C36,Clostridium,Clostridiaceae,Firmicutes,ENZ012,dehydroxylase,likely_present,0.8,genus_prior_seed,project_starter_prior,,,,,,same_genus,Starter prior seeded from genus-level gut microbiome enzyme knowledge for Clostridium.,starter_seed,,,,,,,,,,1.1800000000000002
NT5032,Clostridium perfringens,Clostridium perfringens,Clostridium perfringens (S2) DSM 756,Clostridium perfringens,C36,Clostridium,Clostridiaceae,Firmicutes,ENZ013,deacetylase,weak_prior,0.35,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Clostridium perfringens; 13 protein hit(s), 1 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1502,Clostridium perfringens,Clostridium perfringens,name_keyword,A0A0H2YNK9;A0A0H2YUF8;A0AAV3BQA2;A0AAV3BR28;A0AAV3FAP1;A0AAV3FG79;B1BRU9;B1BUJ3;B1UYS8;B1V2J6;Q0SR06;Q8XIE5;Q8XNS6,N-acetylglucosamine-6-phosphate deacetylase;NAD-dependent protein deacetylase,2.3.1.286;3.5.1.25,13.0,1.0,4.735
