nt_code,microbe_label,species_label,species_name,species,strain,genus,family,phylum,matched_taxon_uri,matched_taxon_name,matched_query_name,strain_match_level,uniprot_accession,uniprot_protein_uri,uniprot_organism_name,uniprot_protein_name,ec_number,reviewed,enzyme_id,enzyme_name,annotation_match_mode
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73AM22,http://purl.uniprot.org/uniprot/A0AB73AM22,Bacteroides fragilis str. 3783N1-6,Histidinol-phosphatase,3.1.3.15,False,ENZ014,phosphatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73AMZ8,http://purl.uniprot.org/uniprot/A0AB73AMZ8,Bacteroides fragilis str. 3783N1-6,phosphoglycolate phosphatase,3.1.3.18,False,ENZ014,phosphatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73AN03,http://purl.uniprot.org/uniprot/A0AB73AN03,Bacteroides fragilis str. 3783N1-6,6-phosphogluconolactonase,3.1.1.31,False,ENZ005,carboxylesterase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73ANA9,http://purl.uniprot.org/uniprot/A0AB73ANA9,Bacteroides fragilis str. 3783N1-6,beta-N-acetylhexosaminidase,3.2.1.52,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73ANG4,http://purl.uniprot.org/uniprot/A0AB73ANG4,Bacteroides fragilis str. 3783N1-6,Histidinol-phosphatase,3.1.3.15,False,ENZ014,phosphatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73ANS7,http://purl.uniprot.org/uniprot/A0AB73ANS7,Bacteroides fragilis str. 3783N1-6,alpha-L-rhamnosidase,3.2.1.40,False,ENZ008,alpha_rhamnosidase,exact_ec
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73AP02,http://purl.uniprot.org/uniprot/A0AB73AP02,Bacteroides fragilis str. 3783N1-6,beta-N-acetylhexosaminidase,3.2.1.52,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73APH4,http://purl.uniprot.org/uniprot/A0AB73APH4,Bacteroides fragilis str. 3783N1-6,Glutaminase,3.5.1.2,False,ENZ006,amidase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73API0,http://purl.uniprot.org/uniprot/A0AB73API0,Bacteroides fragilis str. 3783N1-6,beta-N-acetylhexosaminidase,3.2.1.52,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73APL2,http://purl.uniprot.org/uniprot/A0AB73APL2,Bacteroides fragilis str. 3783N1-6,Alpha-galactosidase,3.2.1.22,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73APM7,http://purl.uniprot.org/uniprot/A0AB73APM7,Bacteroides fragilis str. 3783N1-6,asparaginase,3.5.1.1,False,ENZ006,amidase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73APT7,http://purl.uniprot.org/uniprot/A0AB73APT7,Bacteroides fragilis str. 3783N1-6,Beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73APT7,http://purl.uniprot.org/uniprot/A0AB73APT7,Bacteroides fragilis str. 3783N1-6,Beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73APX8,http://purl.uniprot.org/uniprot/A0AB73APX8,Bacteroides fragilis str. 3783N1-6,beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73APX8,http://purl.uniprot.org/uniprot/A0AB73APX8,Bacteroides fragilis str. 3783N1-6,beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73APZ7,http://purl.uniprot.org/uniprot/A0AB73APZ7,Bacteroides fragilis str. 3783N1-6,beta-N-acetylhexosaminidase,3.2.1.52,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73AQ67,http://purl.uniprot.org/uniprot/A0AB73AQ67,Bacteroides fragilis str. 3783N1-6,5'-nucleotidase SurE,3.1.3.5,False,ENZ014,phosphatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73AQG0,http://purl.uniprot.org/uniprot/A0AB73AQG0,Bacteroides fragilis str. 3783N1-6,alpha-L-fucosidase,3.2.1.51,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73AQL2,http://purl.uniprot.org/uniprot/A0AB73AQL2,Bacteroides fragilis str. 3783N1-6,alpha-L-rhamnosidase,3.2.1.40,False,ENZ008,alpha_rhamnosidase,exact_ec
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73AQP2,http://purl.uniprot.org/uniprot/A0AB73AQP2,Bacteroides fragilis str. 3783N1-6,alpha-L-fucosidase,3.2.1.51,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73AQX6,http://purl.uniprot.org/uniprot/A0AB73AQX6,Bacteroides fragilis str. 3783N1-6,Periplasmic beta-glucosidase,3.2.1.21,False,ENZ007,beta_glucosidase,exact_ec
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73AR39,http://purl.uniprot.org/uniprot/A0AB73AR39,Bacteroides fragilis str. 3783N1-6,Alpha-galactosidase,3.2.1.22,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73AR52,http://purl.uniprot.org/uniprot/A0AB73AR52,Bacteroides fragilis str. 3783N1-6,alpha-L-fucosidase,3.2.1.51,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73AR70,http://purl.uniprot.org/uniprot/A0AB73AR70,Bacteroides fragilis str. 3783N1-6,Beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73AR70,http://purl.uniprot.org/uniprot/A0AB73AR70,Bacteroides fragilis str. 3783N1-6,Beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73AR83,http://purl.uniprot.org/uniprot/A0AB73AR83,Bacteroides fragilis str. 3783N1-6,Alpha-galactosidase,3.2.1.22,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73ARE9,http://purl.uniprot.org/uniprot/A0AB73ARE9,Bacteroides fragilis str. 3783N1-6,Undecaprenyl-diphosphatase,3.6.1.27,False,ENZ014,phosphatase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73ARP3,http://purl.uniprot.org/uniprot/A0AB73ARP3,Bacteroides fragilis str. 3783N1-6,acid phosphatase,3.1.3.2,False,ENZ014,phosphatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73ARS9,http://purl.uniprot.org/uniprot/A0AB73ARS9,Bacteroides fragilis str. 3783N1-6,dITP/XTP pyrophosphatase,3.6.1.66,False,ENZ014,phosphatase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73ASA9,http://purl.uniprot.org/uniprot/A0AB73ASA9,Bacteroides fragilis str. 3783N1-6,alpha-L-fucosidase,3.2.1.51,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73ASI6,http://purl.uniprot.org/uniprot/A0AB73ASI6,Bacteroides fragilis str. 3783N1-6,phosphoglycolate phosphatase,3.1.3.18,False,ENZ014,phosphatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0AB73ASL4,http://purl.uniprot.org/uniprot/A0AB73ASL4,Bacteroides fragilis str. 3783N1-6,Multifunctional fusion protein,3.5.1.108,False,ENZ006,amidase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BEI6,http://purl.uniprot.org/uniprot/A0ABN0BEI6,Bacteroides fragilis 3_1_12,alpha-L-fucosidase,3.2.1.51,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BEJ3,http://purl.uniprot.org/uniprot/A0ABN0BEJ3,Bacteroides fragilis 3_1_12,5'-nucleotidase SurE,3.1.3.5,False,ENZ014,phosphatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BF11,http://purl.uniprot.org/uniprot/A0ABN0BF11,Bacteroides fragilis 3_1_12,,3.1.6.-,False,ENZ002,sulfatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BF33,http://purl.uniprot.org/uniprot/A0ABN0BF33,Bacteroides fragilis 3_1_12,phosphoglycolate phosphatase,3.1.3.18,False,ENZ014,phosphatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BF40,http://purl.uniprot.org/uniprot/A0ABN0BF40,Bacteroides fragilis 3_1_12,beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BF40,http://purl.uniprot.org/uniprot/A0ABN0BF40,Bacteroides fragilis 3_1_12,beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BF50,http://purl.uniprot.org/uniprot/A0ABN0BF50,Bacteroides fragilis 3_1_12,alpha-L-fucosidase,3.2.1.51,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BF58,http://purl.uniprot.org/uniprot/A0ABN0BF58,Bacteroides fragilis 3_1_12,Beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BF58,http://purl.uniprot.org/uniprot/A0ABN0BF58,Bacteroides fragilis 3_1_12,Beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BF66,http://purl.uniprot.org/uniprot/A0ABN0BF66,Bacteroides fragilis 3_1_12,,3.1.6.-,False,ENZ002,sulfatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BF71,http://purl.uniprot.org/uniprot/A0ABN0BF71,Bacteroides fragilis 3_1_12,Histidinol-phosphatase,3.1.3.15,False,ENZ014,phosphatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BF80,http://purl.uniprot.org/uniprot/A0ABN0BF80,Bacteroides fragilis 3_1_12,,3.1.6.-,False,ENZ002,sulfatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BFB5,http://purl.uniprot.org/uniprot/A0ABN0BFB5,Bacteroides fragilis 3_1_12,phosphoglycolate phosphatase,3.1.3.18,False,ENZ014,phosphatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BFC9,http://purl.uniprot.org/uniprot/A0ABN0BFC9,Bacteroides fragilis 3_1_12,Multifunctional fusion protein,3.5.1.108,False,ENZ006,amidase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BFH6,http://purl.uniprot.org/uniprot/A0ABN0BFH6,Bacteroides fragilis 3_1_12,alpha-L-fucosidase,3.2.1.51,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BFI4,http://purl.uniprot.org/uniprot/A0ABN0BFI4,Bacteroides fragilis 3_1_12,beta-N-acetylhexosaminidase,3.2.1.52,False,ENZ015,mucin_glycosidase,name_keyword
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BFI9,http://purl.uniprot.org/uniprot/A0ABN0BFI9,Bacteroides fragilis 3_1_12,,3.1.6.-,False,ENZ002,sulfatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BFL2,http://purl.uniprot.org/uniprot/A0ABN0BFL2,Bacteroides fragilis 3_1_12,,3.1.6.-,False,ENZ002,sulfatase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BFW2,http://purl.uniprot.org/uniprot/A0ABN0BFW2,Bacteroides fragilis 3_1_12,Peptidyl-tRNA hydrolase,3.1.1.29,False,ENZ005,carboxylesterase,ec_prefix
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,same_species,A0ABN0BGT0,http://purl.uniprot.org/uniprot/A0ABN0BGT0,Bacteroides fragilis 3_1_12,Alpha-galactosidase,3.2.1.22,False,ENZ015,mucin_glycosidase,name_keyword
